"index","beta_0.1","beta_0.2","beta_0.3","beta_0.4","beta_0.5","beta_0.6","income_t.1","income_t.2","income_t.3","income_t.4","income_t.5","income_t.6","price","Y"
2717,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0.57,6
2717,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0.36,6
2717,0,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0.69,6
2718,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0,0.62,4
2718,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0.61,4
2718,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0.99,4
2718,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0.49,4
2718,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0.33,4
2718,0,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0.75,4
2719,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0,0.58,4
2719,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0.45,4
2719,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0.99,4
2719,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0.45,4
2719,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0.33,4
2719,0,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0.72,4
2720,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0,0.58,6
2720,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0,0.58,6
2720,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0,0.99,6
2720,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0,0.29,6
2720,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0,0.34,6
2720,0,0,0,0,0,1,0,0,0,0,0,0.113031176235754,0.72,6
2721,1,0,0,0,0,0,0.502918543173934,0,0,0,0,0,0.5,3
2721,0,1,0,0,0,0,0,0.502918543173934,0,0,0,0,0.67,3
2721,0,0,1,0,0,0,0,0,0.502918543173934,0,0,0,1.09,3
2721,0,0,0,1,0,0,0,0,0,0.502918543173934,0,0,0.57,3
2721,0,0,0,0,1,0,0,0,0,0,0.502918543173934,0,0.36,3
2721,0,0,0,0,0,1,0,0,0,0,0,0.502918543173934,0.93,3
2722,1,0,0,0,0,0,0.502918543173934,0,0,0,0,0,0.63,6
2722,0,1,0,0,0,0,0,0.502918543173934,0,0,0,0,0.67,6
2722,0,0,1,0,0,0,0,0,0.502918543173934,0,0,0,1.09,6
2722,0,0,0,1,0,0,0,0,0,0.502918543173934,0,0,0.57,6
2722,0,0,0,0,1,0,0,0,0,0,0.502918543173934,0,0.36,6
2722,0,0,0,0,0,1,0,0,0,0,0,0.502918543173934,0.93,6
2723,1,0,0,0,0,0,0.502918543173934,0,0,0,0,0,0.62,3
2723,0,1,0,0,0,0,0,0.502918543173934,0,0,0,0,0.61,3
2723,0,0,1,0,0,0,0,0,0.502918543173934,0,0,0,0.99,3
2723,0,0,0,1,0,0,0,0,0,0.502918543173934,0,0,0.57,3
2723,0,0,0,0,1,0,0,0,0,0,0.502918543173934,0,0.36,3
2723,0,0,0,0,0,1,0,0,0,0,0,0.502918543173934,0.75,3
2724,1,0,0,0,0,0,0.502918543173934,0,0,0,0,0,0.5,2
2724,0,1,0,0,0,0,0,0.502918543173934,0,0,0,0,0.39,2
2724,0,0,1,0,0,0,0,0,0.502918543173934,0,0,0,0.99,2
2724,0,0,0,1,0,0,0,0,0,0.502918543173934,0,0,0.45,2
2724,0,0,0,0,1,0,0,0,0,0,0.502918543173934,0,0.33,2
2724,0,0,0,0,0,1,0,0,0,0,0,0.502918543173934,0.75,2
2725,1,0,0,0,0,0,0.502918543173934,0,0,0,0,0,0.5,6
2725,0,1,0,0,0,0,0,0.502918543173934,0,0,0,0,0.39,6
2725,0,0,1,0,0,0,0,0,0.502918543173934,0,0,0,0.99,6
2725,0,0,0,1,0,0,0,0,0,0.502918543173934,0,0,0.45,6
2725,0,0,0,0,1,0,0,0,0,0,0.502918543173934,0,0.33,6
2725,0,0,0,0,0,1,0,0,0,0,0,0.502918543173934,0.72,6
2726,1,0,0,0,0,0,0.502918543173934,0,0,0,0,0,0.58,6
2726,0,1,0,0,0,0,0,0.502918543173934,0,0,0,0,0.44,6
2726,0,0,1,0,0,0,0,0,0.502918543173934,0,0,0,0.99,6
2726,0,0,0,1,0,0,0,0,0,0.502918543173934,0,0,0.45,6
2726,0,0,0,0,1,0,0,0,0,0,0.502918543173934,0,0.33,6
2726,0,0,0,0,0,1,0,0,0,0,0,0.502918543173934,0.72,6
2727,1,0,0,0,0,0,0.502918543173934,0,0,0,0,0,0.29,2
2727,0,1,0,0,0,0,0,0.502918543173934,0,0,0,0,0.5,2
2727,0,0,1,0,0,0,0,0,0.502918543173934,0,0,0,0.99,2
2727,0,0,0,1,0,0,0,0,0,0.502918543173934,0,0,0.33,2
2727,0,0,0,0,1,0,0,0,0,0,0.502918543173934,0,0.33,2
2727,0,0,0,0,0,1,0,0,0,0,0,0.502918543173934,0.72,2
2728,1,0,0,0,0,0,0.502918543173934,0,0,0,0,0,0.58,2
2728,0,1,0,0,0,0,0,0.502918543173934,0,0,0,0,0.58,2
2728,0,0,1,0,0,0,0,0,0.502918543173934,0,0,0,0.99,2
2728,0,0,0,1,0,0,0,0,0,0.502918543173934,0,0,0.29,2
2728,0,0,0,0,1,0,0,0,0,0,0.502918543173934,0,0.33,2
2728,0,0,0,0,0,1,0,0,0,0,0,0.502918543173934,0.7,2
2729,1,0,0,0,0,0,0.502918543173934,0,0,0,0,0,0.19,2
2729,0,1,0,0,0,0,0,0.502918543173934,0,0,0,0,0.58,2
2729,0,0,1,0,0,0,0,0,0.502918543173934,0,0,0,0.99,2
2729,0,0,0,1,0,0,0,0,0,0.502918543173934,0,0,0.29,2
2729,0,0,0,0,1,0,0,0,0,0,0.502918543173934,0,0.33,2
2729,0,0,0,0,0,1,0,0,0,0,0,0.502918543173934,0.69,2
2730,1,0,0,0,0,0,0.502918543173934,0,0,0,0,0,0.29,6
2730,0,1,0,0,0,0,0,0.502918543173934,0,0,0,0,0.51,6
2730,0,0,1,0,0,0,0,0,0.502918543173934,0,0,0,0.99,6
2730,0,0,0,1,0,0,0,0,0,0.502918543173934,0,0,0.29,6
2730,0,0,0,0,1,0,0,0,0,0,0.502918543173934,0,0.34,6
2730,0,0,0,0,0,1,0,0,0,0,0,0.502918543173934,0.69,6
2731,1,0,0,0,0,0,0.285824433769119,0,0,0,0,0,0.66,3
2731,0,1,0,0,0,0,0,0.285824433769119,0,0,0,0,0.67,3
2731,0,0,1,0,0,0,0,0,0.285824433769119,0,0,0,1.09,3
2731,0,0,0,1,0,0,0,0,0,0.285824433769119,0,0,0.57,3
2731,0,0,0,0,1,0,0,0,0,0,0.285824433769119,0,0.36,3
2731,0,0,0,0,0,1,0,0,0,0,0,0.285824433769119,0.93,3
2732,1,0,0,0,0,0,0.285824433769119,0,0,0,0,0,0.29,2
2732,0,1,0,0,0,0,0,0.285824433769119,0,0,0,0,0.67,2
2732,0,0,1,0,0,0,0,0,0.285824433769119,0,0,0,1.09,2
2732,0,0,0,1,0,0,0,0,0,0.285824433769119,0,0,0.57,2
2732,0,0,0,0,1,0,0,0,0,0,0.285824433769119,0,0.36,2
2732,0,0,0,0,0,1,0,0,0,0,0,0.285824433769119,0.93,2
2733,1,0,0,0,0,0,0.285824433769119,0,0,0,0,0,0.29,6
2733,0,1,0,0,0,0,0,0.285824433769119,0,0,0,0,0.67,6
2733,0,0,1,0,0,0,0,0,0.285824433769119,0,0,0,1.09,6
2733,0,0,0,1,0,0,0,0,0,0.285824433769119,0,0,0.57,6
2733,0,0,0,0,1,0,0,0,0,0,0.285824433769119,0,0.36,6
2733,0,0,0,0,0,1,0,0,0,0,0,0.285824433769119,0.93,6
2734,1,0,0,0,0,0,0.285824433769119,0,0,0,0,0,0.29,1
2734,0,1,0,0,0,0,0,0.285824433769119,0,0,0,0,0.5,1
2734,0,0,1,0,0,0,0,0,0.285824433769119,0,0,0,0.99,1
2734,0,0,0,1,0,0,0,0,0,0.285824433769119,0,0,0.33,1
2734,0,0,0,0,1,0,0,0,0,0,0.285824433769119,0,0.33,1
2734,0,0,0,0,0,1,0,0,0,0,0,0.285824433769119,0.72,1
2735,1,0,0,0,0,0,0.285824433769119,0,0,0,0,0,0.58,2
2735,0,1,0,0,0,0,0,0.285824433769119,0,0,0,0,0.25,2
2735,0,0,1,0,0,0,0,0,0.285824433769119,0,0,0,0.99,2
2735,0,0,0,1,0,0,0,0,0,0.285824433769119,0,0,0.29,2
2735,0,0,0,0,1,0,0,0,0,0,0.285824433769119,0,0.34,2
2735,0,0,0,0,0,1,0,0,0,0,0,0.285824433769119,0.72,2
2736,1,0,0,0,0,0,0.285824433769119,0,0,0,0,0,0.58,6
2736,0,1,0,0,0,0,0,0.285824433769119,0,0,0,0,0.58,6
2736,0,0,1,0,0,0,0,0,0.285824433769119,0,0,0,0.99,6
2736,0,0,0,1,0,0,0,0,0,0.285824433769119,0,0,0.29,6
2736,0,0,0,0,1,0,0,0,0,0,0.285824433769119,0,0.33,6
2736,0,0,0,0,0,1,0,0,0,0,0,0.285824433769119,0.69,6
2737,1,0,0,0,0,0,0.285824433769119,0,0,0,0,0,0.29,6
2737,0,1,0,0,0,0,0,0.285824433769119,0,0,0,0,0.5,6
2737,0,0,1,0,0,0,0,0,0.285824433769119,0,0,0,0.99,6
2737,0,0,0,1,0,0,0,0,0,0.285824433769119,0,0,0.29,6
2737,0,0,0,0,1,0,0,0,0,0,0.285824433769119,0,0.33,6
2737,0,0,0,0,0,1,0,0,0,0,0,0.285824433769119,0.69,6
2738,1,0,0,0,0,0,0.285824433769119,0,0,0,0,0,0.39,2
2738,0,1,0,0,0,0,0,0.285824433769119,0,0,0,0,0.5,2
2738,0,0,1,0,0,0,0,0,0.285824433769119,0,0,0,0.99,2
2738,0,0,0,1,0,0,0,0,0,0.285824433769119,0,0,0.29,2
2738,0,0,0,0,1,0,0,0,0,0,0.285824433769119,0,0.34,2
2738,0,0,0,0,0,1,0,0,0,0,0,0.285824433769119,0.69,2
2739,1,0,0,0,0,0,0.205710564268432,0,0,0,0,0,0.58,6
2739,0,1,0,0,0,0,0,0.205710564268432,0,0,0,0,0.58,6
2739,0,0,1,0,0,0,0,0,0.205710564268432,0,0,0,0.99,6
2739,0,0,0,1,0,0,0,0,0,0.205710564268432,0,0,0.29,6
2739,0,0,0,0,1,0,0,0,0,0,0.205710564268432,0,0.33,6
2739,0,0,0,0,0,1,0,0,0,0,0,0.205710564268432,0.7,6
2740,1,0,0,0,0,0,-0.132017388460012,0,0,0,0,0,0.62,2
2740,0,1,0,0,0,0,0,-0.132017388460012,0,0,0,0,0.61,2
2740,0,0,1,0,0,0,0,0,-0.132017388460012,0,0,0,0.99,2
2740,0,0,0,1,0,0,0,0,0,-0.132017388460012,0,0,0.45,2
2740,0,0,0,0,1,0,0,0,0,0,-0.132017388460012,0,0.33,2
2740,0,0,0,0,0,1,0,0,0,0,0,-0.132017388460012,0.75,2
2741,1,0,0,0,0,0,-0.132017388460012,0,0,0,0,0,0.62,1
2741,0,1,0,0,0,0,0,-0.132017388460012,0,0,0,0,0.39,1
2741,0,0,1,0,0,0,0,0,-0.132017388460012,0,0,0,0.99,1
2741,0,0,0,1,0,0,0,0,0,-0.132017388460012,0,0,0.45,1
2741,0,0,0,0,1,0,0,0,0,0,-0.132017388460012,0,0.33,1
2741,0,0,0,0,0,1,0,0,0,0,0,-0.132017388460012,0.75,1
2742,1,0,0,0,0,0,-0.132017388460012,0,0,0,0,0,0.62,6
2742,0,1,0,0,0,0,0,-0.132017388460012,0,0,0,0,0.39,6
2742,0,0,1,0,0,0,0,0,-0.132017388460012,0,0,0,0.99,6
2742,0,0,0,1,0,0,0,0,0,-0.132017388460012,0,0,0.45,6
2742,0,0,0,0,1,0,0,0,0,0,-0.132017388460012,0,0.33,6
2742,0,0,0,0,0,1,0,0,0,0,0,-0.132017388460012,0.75,6
2743,1,0,0,0,0,0,-0.132017388460012,0,0,0,0,0,0.25,4
2743,0,1,0,0,0,0,0,-0.132017388460012,0,0,0,0,0.39,4
2743,0,0,1,0,0,0,0,0,-0.132017388460012,0,0,0,0.99,4
2743,0,0,0,1,0,0,0,0,0,-0.132017388460012,0,0,0.45,4
2743,0,0,0,0,1,0,0,0,0,0,-0.132017388460012,0,0.33,4
2743,0,0,0,0,0,1,0,0,0,0,0,-0.132017388460012,0.75,4
2744,1,0,0,0,0,0,-0.132017388460012,0,0,0,0,0,0.5,3
2744,0,1,0,0,0,0,0,-0.132017388460012,0,0,0,0,0.39,3
2744,0,0,1,0,0,0,0,0,-0.132017388460012,0,0,0,0.99,3
2744,0,0,0,1,0,0,0,0,0,-0.132017388460012,0,0,0.45,3
2744,0,0,0,0,1,0,0,0,0,0,-0.132017388460012,0,0.33,3
2744,0,0,0,0,0,1,0,0,0,0,0,-0.132017388460012,0.72,3
2745,1,0,0,0,0,0,-0.132017388460012,0,0,0,0,0,0.19,1
2745,0,1,0,0,0,0,0,-0.132017388460012,0,0,0,0,0.58,1
2745,0,0,1,0,0,0,0,0,-0.132017388460012,0,0,0,0.99,1
2745,0,0,0,1,0,0,0,0,0,-0.132017388460012,0,0,0.29,1
2745,0,0,0,0,1,0,0,0,0,0,-0.132017388460012,0,0.33,1
2745,0,0,0,0,0,1,0,0,0,0,0,-0.132017388460012,0.69,1
2746,1,0,0,0,0,0,-0.132017388460012,0,0,0,0,0,0.29,1
2746,0,1,0,0,0,0,0,-0.132017388460012,0,0,0,0,0.5,1
2746,0,0,1,0,0,0,0,0,-0.132017388460012,0,0,0,0.99,1
2746,0,0,0,1,0,0,0,0,0,-0.132017388460012,0,0,0.29,1
2746,0,0,0,0,1,0,0,0,0,0,-0.132017388460012,0,0.33,1
2746,0,0,0,0,0,1,0,0,0,0,0,-0.132017388460012,0.69,1
2747,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.63,1
2747,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.59,1
2747,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,1.09,1
2747,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.57,1
2747,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.45,1
2747,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.94,1
2748,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.66,2
2748,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.5,2
2748,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,1.09,2
2748,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.57,2
2748,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.33,2
2748,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.93,2
2749,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.66,6
2749,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.59,6
2749,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,1.08,6
2749,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.57,6
2749,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.36,6
2749,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.93,6
2750,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.63,4
2750,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.59,4
2750,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,4
2750,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.57,4
2750,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.36,4
2750,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.88,4
2751,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.62,4
2751,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.61,4
2751,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,1.09,4
2751,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.57,4
2751,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.34,4
2751,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,1.07,4
2752,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.62,6
2752,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.61,6
2752,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,6
2752,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.49,6
2752,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.33,6
2752,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.75,6
2753,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.62,6
2753,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.61,6
2753,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,6
2753,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.49,6
2753,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.33,6
2753,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.75,6
2754,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.62,5
2754,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.61,5
2754,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,5
2754,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.45,5
2754,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.33,5
2754,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.75,5
2755,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.25,1
2755,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.6,1
2755,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,1
2755,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.45,1
2755,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.33,1
2755,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.75,1
2756,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.5,5
2756,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.58,5
2756,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,5
2756,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.45,5
2756,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.33,5
2756,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.72,5
2757,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.5,2
2757,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.58,2
2757,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,2
2757,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.19,2
2757,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.34,2
2757,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.72,2
2758,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.58,4
2758,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.45,4
2758,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,4
2758,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.45,4
2758,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.33,4
2758,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.72,4
2759,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.58,4
2759,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.55,4
2759,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,4
2759,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.37,4
2759,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.34,4
2759,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.72,4
2760,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.58,5
2760,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.58,5
2760,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,5
2760,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.33,5
2760,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.33,5
2760,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.72,5
2761,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.58,5
2761,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.25,5
2761,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,5
2761,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.29,5
2761,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.33,5
2761,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.72,5
2762,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.39,1
2762,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.55,1
2762,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,1
2762,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.29,1
2762,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.33,1
2762,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.69,1
2763,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.58,1
2763,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.58,1
2763,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,1
2763,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.29,1
2763,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.34,1
2763,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.69,1
2764,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.63,1
2764,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.67,1
2764,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,1.08,1
2764,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.57,1
2764,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.53,1
2764,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.77,1
2765,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.62,6
2765,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.61,6
2765,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,6
2765,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.29,6
2765,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.37,6
2765,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.75,6
2766,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.5,4
2766,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.58,4
2766,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,4
2766,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.45,4
2766,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.33,4
2766,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.72,4
2767,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.63,6
2767,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.67,6
2767,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,1.09,6
2767,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.57,6
2767,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.36,6
2767,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.91,6
2768,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.62,5
2768,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.61,5
2768,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,1.09,5
2768,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.57,5
2768,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.33,5
2768,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.84,5
2769,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.58,3
2769,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.45,3
2769,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,3
2769,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.45,3
2769,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.33,3
2769,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.72,3
2770,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.39,1
2770,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.58,1
2770,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,1
2770,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.29,1
2770,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.33,1
2770,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.69,1
2771,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.39,6
2771,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.5,6
2771,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,6
2771,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.29,6
2771,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.33,6
2771,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.69,6
2772,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.39,4
2772,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.5,4
2772,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,4
2772,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.29,4
2772,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.33,4
2772,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.69,4
2773,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.62,2
2773,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.29,2
2773,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,1.09,2
2773,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.57,2
2773,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.36,2
2773,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.93,2
2774,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.62,4
2774,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.61,4
2774,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,4
2774,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.49,4
2774,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.33,4
2774,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.75,4
2775,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0,0.5,4
2775,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0,0.58,4
2775,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0,0.99,4
2775,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0,0.45,4
2775,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0,0.33,4
2775,0,0,0,0,0,1,0,0,0,0,0,0.00309788965000291,0.71,4
